customer_age,tenure_years,monthly_charges,support_calls,contract_type,internet_service,payment_method,online_security,tech_support,churn
30,5,102.82,2,Month-to-month,DSL,Credit card,No,No,1
63,9,53.52,3,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0
52,7,37.38,3,One year,Fiber optic,Credit card,No,No,0
23,10,91.2,4,Two year,DSL,Credit card,No,No,0
35,1,102.6,3,Two year,Fiber optic,Bank transfer,Yes,No,0
68,1,30.06,6,Month-to-month,No,Bank transfer,Yes,Yes,0
22,3,43.99,3,Month-to-month,No,Electronic check,Yes,No,1
64,10,34.2,2,Two year,DSL,Credit card,No,Yes,0
42,2,54.79,2,One year,No,Mailed check,No,Yes,0
19,3,65.04,2,Month-to-month,Fiber optic,Bank transfer,No,No,0
27,6,94.88,4,Month-to-month,Fiber optic,Bank transfer,No,No,1
47,10,85.11,4,Month-to-month,Fiber optic,Credit card,No,No,1
67,0,82.09,1,Month-to-month,Fiber optic,Bank transfer,No,No,1
62,5,55.24,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
22,2,104.14,0,One year,Fiber optic,Mailed check,No,Yes,0
50,10,67.13,4,Month-to-month,Fiber optic,Credit card,Yes,No,1
18,9,117.91,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
35,6,83.41,4,Month-to-month,DSL,Credit card,No,No,1
49,9,32.63,1,Two year,No,Bank transfer,Yes,Yes,0
64,1,87.62,1,One year,Fiber optic,Mailed check,No,Yes,1
66,1,52.51,3,Month-to-month,Fiber optic,Credit card,Yes,No,1
28,3,88.63,4,Two year,DSL,Bank transfer,No,Yes,0
38,0,26.96,3,Two year,Fiber optic,Mailed check,Yes,Yes,0
43,2,37.49,2,Month-to-month,DSL,Bank transfer,No,No,0
42,8,105.57,2,Month-to-month,DSL,Credit card,Yes,Yes,1
39,6,42.72,0,One year,Fiber optic,Bank transfer,Yes,Yes,0
44,6,103.7,3,Two year,Fiber optic,Credit card,Yes,Yes,0
66,10,47.93,5,Two year,Fiber optic,Credit card,Yes,No,1
30,3,84.29,0,Two year,DSL,Bank transfer,Yes,No,0
50,1,89.42,1,One year,Fiber optic,Mailed check,No,No,1
51,3,71.27,2,Month-to-month,DSL,Electronic check,Yes,No,1
58,5,50.53,1,Month-to-month,No,Mailed check,Yes,Yes,0
52,10,41.26,6,Month-to-month,Fiber optic,Mailed check,Yes,No,0
18,10,23.32,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
38,2,50.39,3,One year,DSL,Mailed check,No,No,0
65,0,85.32,1,One year,DSL,Mailed check,No,No,1
23,7,113.83,2,One year,No,Electronic check,No,No,1
45,4,107.12,3,Month-to-month,DSL,Mailed check,Yes,Yes,0
34,4,96.61,4,One year,Fiber optic,Electronic check,Yes,Yes,1
22,10,98.84,2,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
48,3,86.5,3,Month-to-month,DSL,Electronic check,No,Yes,1
22,5,46.03,3,One year,Fiber optic,Credit card,No,No,0
55,2,110.72,3,One year,Fiber optic,Credit card,No,No,1
20,8,87.07,2,Two year,DSL,Electronic check,Yes,No,0
70,4,76.04,0,Month-to-month,DSL,Credit card,Yes,Yes,1
40,2,31.1,2,Month-to-month,DSL,Bank transfer,Yes,No,1
54,10,64.71,2,Month-to-month,No,Credit card,No,No,1
70,0,66.04,1,Month-to-month,Fiber optic,Electronic check,Yes,No,1
54,9,106.46,0,Two year,DSL,Bank transfer,No,Yes,0
27,5,74.66,0,One year,DSL,Credit card,Yes,Yes,0
27,1,58.04,1,Two year,Fiber optic,Bank transfer,No,Yes,0
36,2,117.68,0,Month-to-month,Fiber optic,Electronic check,No,Yes,1
34,0,31.07,2,Two year,Fiber optic,Credit card,No,No,0
38,8,62.25,1,Month-to-month,Fiber optic,Bank transfer,No,No,0
31,7,24.2,3,Two year,DSL,Bank transfer,No,Yes,0
26,1,93.99,1,Month-to-month,Fiber optic,Credit card,No,No,1
63,10,111.81,1,Month-to-month,No,Bank transfer,No,Yes,1
18,7,48.0,6,Month-to-month,DSL,Bank transfer,No,Yes,0
68,8,105.83,3,Two year,Fiber optic,Electronic check,No,Yes,1
62,0,49.22,1,Month-to-month,Fiber optic,Electronic check,No,Yes,1
30,4,111.08,1,Month-to-month,Fiber optic,Electronic check,No,No,1
21,7,95.4,4,Two year,DSL,Electronic check,No,Yes,0
18,10,100.49,3,Month-to-month,Fiber optic,Electronic check,Yes,No,0
66,1,21.8,0,Month-to-month,Fiber optic,Electronic check,Yes,No,0
57,3,116.28,0,Month-to-month,Fiber optic,Credit card,No,No,1
49,6,92.67,3,Month-to-month,DSL,Electronic check,No,Yes,1
51,2,50.48,3,Two year,DSL,Bank transfer,No,Yes,0
45,4,102.94,4,One year,DSL,Credit card,Yes,Yes,0
48,7,48.15,2,Month-to-month,Fiber optic,Bank transfer,No,No,1
25,9,107.28,1,Two year,DSL,Electronic check,No,Yes,0
56,2,31.26,4,Month-to-month,Fiber optic,Electronic check,Yes,No,0
43,3,90.37,2,Month-to-month,Fiber optic,Bank transfer,No,No,1
51,8,74.07,1,Month-to-month,Fiber optic,Bank transfer,No,No,1
20,6,29.65,2,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
67,0,44.19,2,Month-to-month,Fiber optic,Mailed check,No,Yes,1
29,3,21.24,2,Two year,DSL,Mailed check,No,No,0
18,3,66.88,1,One year,DSL,Mailed check,Yes,No,0
61,8,50.13,0,Month-to-month,Fiber optic,Mailed check,Yes,No,0
22,5,79.84,3,One year,Fiber optic,Credit card,No,No,0
47,8,49.72,4,One year,DSL,Electronic check,Yes,No,0
47,5,49.99,6,Two year,Fiber optic,Bank transfer,Yes,Yes,0
34,5,94.32,4,Two year,DSL,Electronic check,Yes,Yes,0
65,4,24.81,2,Month-to-month,DSL,Bank transfer,No,Yes,0
64,4,110.29,1,One year,DSL,Electronic check,No,Yes,1
40,1,105.23,5,One year,No,Credit card,No,Yes,1
32,7,86.78,3,One year,DSL,Mailed check,Yes,No,0
54,7,79.32,2,Month-to-month,DSL,Electronic check,No,No,1
38,10,109.23,3,Month-to-month,DSL,Bank transfer,Yes,No,1
31,0,38.53,2,Month-to-month,DSL,Electronic check,Yes,No,1
19,7,27.9,2,Month-to-month,Fiber optic,Credit card,No,No,0
28,4,43.95,2,Month-to-month,DSL,Credit card,Yes,Yes,0
68,1,99.46,2,One year,DSL,Electronic check,No,Yes,1
56,1,23.47,4,Month-to-month,Fiber optic,Mailed check,No,No,1
55,5,78.28,1,One year,DSL,Bank transfer,Yes,Yes,0
51,10,119.54,2,Month-to-month,Fiber optic,Credit card,No,Yes,1
55,8,105.57,3,Two year,Fiber optic,Credit card,No,Yes,1
67,0,72.14,6,Month-to-month,DSL,Electronic check,No,Yes,0
51,5,26.36,3,Month-to-month,Fiber optic,Credit card,Yes,No,1
35,8,103.14,2,One year,DSL,Credit card,No,No,0
47,7,79.9,3,Two year,Fiber optic,Bank transfer,Yes,No,1
32,10,31.49,2,Two year,Fiber optic,Mailed check,No,No,0
44,5,29.39,3,Month-to-month,DSL,Bank transfer,Yes,Yes,0
68,2,110.96,2,Month-to-month,Fiber optic,Mailed check,No,Yes,1
51,7,86.92,1,Two year,No,Bank transfer,Yes,Yes,0
69,8,102.93,2,Month-to-month,No,Electronic check,Yes,Yes,0
55,0,107.9,1,One year,Fiber optic,Credit card,No,No,1
50,8,77.18,4,Month-to-month,Fiber optic,Mailed check,No,No,1
41,5,71.74,4,Month-to-month,DSL,Electronic check,No,No,1
32,5,63.04,0,Month-to-month,DSL,Credit card,No,Yes,0
47,3,51.69,2,Month-to-month,Fiber optic,Credit card,Yes,No,1
59,0,63.46,0,One year,Fiber optic,Credit card,No,No,0
68,9,97.39,0,Two year,No,Bank transfer,No,No,0
34,7,80.19,1,Month-to-month,Fiber optic,Electronic check,Yes,No,1
22,1,109.25,3,Two year,Fiber optic,Electronic check,No,No,0
46,0,64.34,1,Month-to-month,Fiber optic,Credit card,No,No,1
21,1,80.71,4,Month-to-month,Fiber optic,Mailed check,No,No,1
27,0,83.13,3,Month-to-month,Fiber optic,Electronic check,No,Yes,1
34,0,79.17,5,Two year,Fiber optic,Bank transfer,No,No,0
27,8,90.26,2,One year,DSL,Mailed check,Yes,Yes,0
34,0,43.74,1,One year,Fiber optic,Mailed check,Yes,Yes,0
37,3,71.24,2,Two year,DSL,Mailed check,No,No,0
41,9,30.42,1,One year,No,Mailed check,Yes,No,0
22,5,58.45,1,Two year,Fiber optic,Electronic check,Yes,Yes,0
51,6,68.77,2,One year,Fiber optic,Credit card,Yes,No,0
23,1,85.22,0,Two year,Fiber optic,Mailed check,No,Yes,0
70,5,115.05,3,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
19,6,80.07,2,Month-to-month,DSL,Bank transfer,No,No,0
30,9,94.36,2,Month-to-month,No,Credit card,No,No,0
60,9,70.63,2,Month-to-month,Fiber optic,Electronic check,Yes,No,0
60,1,83.41,0,One year,DSL,Credit card,No,Yes,0
65,1,27.09,2,Month-to-month,DSL,Mailed check,No,No,0
28,9,45.44,4,One year,Fiber optic,Electronic check,No,Yes,0
68,6,56.19,1,Month-to-month,Fiber optic,Electronic check,No,No,1
64,0,67.25,4,Month-to-month,Fiber optic,Mailed check,Yes,No,1
40,7,24.56,5,Month-to-month,Fiber optic,Bank transfer,No,No,1
33,10,34.0,2,Two year,Fiber optic,Mailed check,Yes,Yes,0
48,2,47.68,3,Month-to-month,No,Credit card,No,Yes,1
28,10,117.15,4,Month-to-month,Fiber optic,Mailed check,No,Yes,0
33,5,53.13,2,One year,Fiber optic,Bank transfer,No,No,0
25,8,68.2,0,One year,DSL,Mailed check,Yes,No,0
21,5,39.61,4,Month-to-month,Fiber optic,Credit card,Yes,Yes,0
57,8,81.08,2,Month-to-month,DSL,Credit card,Yes,No,0
21,6,48.07,4,Month-to-month,Fiber optic,Bank transfer,No,No,0
42,8,40.7,3,Two year,No,Credit card,Yes,Yes,0
20,1,71.66,3,Month-to-month,DSL,Credit card,No,No,1
49,7,20.55,4,Month-to-month,DSL,Mailed check,Yes,No,0
20,7,20.77,3,Month-to-month,No,Electronic check,No,No,0
44,1,41.91,0,Month-to-month,DSL,Credit card,Yes,Yes,0
46,3,23.67,2,One year,Fiber optic,Credit card,No,Yes,0
49,10,30.8,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
67,6,53.89,3,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
68,10,100.26,3,Month-to-month,DSL,Mailed check,No,Yes,1
36,3,77.2,2,Month-to-month,DSL,Mailed check,Yes,No,1
38,3,71.27,1,Month-to-month,Fiber optic,Credit card,No,No,1
22,5,49.35,2,Two year,No,Electronic check,Yes,No,0
35,9,113.18,1,One year,Fiber optic,Electronic check,Yes,Yes,0
45,5,59.7,2,Two year,DSL,Mailed check,No,No,0
59,9,28.71,2,Two year,Fiber optic,Bank transfer,No,No,0
39,2,81.71,1,One year,No,Credit card,No,No,0
38,8,31.38,2,Month-to-month,Fiber optic,Credit card,Yes,No,0
23,9,54.52,1,One year,No,Electronic check,Yes,No,0
18,10,70.74,1,Two year,DSL,Mailed check,Yes,No,0
22,1,107.42,2,One year,DSL,Electronic check,Yes,Yes,1
58,5,69.35,4,Month-to-month,Fiber optic,Electronic check,Yes,No,0
29,6,90.23,0,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0
43,8,119.28,1,Two year,DSL,Bank transfer,Yes,Yes,0
63,2,33.15,4,One year,DSL,Credit card,No,Yes,0
51,9,47.47,2,Two year,Fiber optic,Bank transfer,Yes,Yes,0
66,2,59.46,1,Month-to-month,DSL,Mailed check,No,Yes,0
31,6,62.18,2,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0
43,3,61.1,3,Month-to-month,Fiber optic,Credit card,No,Yes,1
62,7,110.76,4,One year,Fiber optic,Bank transfer,No,No,0
44,6,91.4,3,Month-to-month,Fiber optic,Credit card,Yes,Yes,1
26,4,80.79,3,Month-to-month,Fiber optic,Electronic check,No,No,1
43,6,50.94,3,Two year,Fiber optic,Electronic check,Yes,Yes,0
64,2,102.38,2,Month-to-month,Fiber optic,Electronic check,No,No,1
39,1,115.51,2,Two year,Fiber optic,Bank transfer,Yes,No,1
64,5,102.12,1,Month-to-month,Fiber optic,Electronic check,No,No,1
47,1,20.16,1,Two year,DSL,Credit card,Yes,No,1
60,2,83.64,1,One year,DSL,Bank transfer,Yes,Yes,1
65,5,25.11,3,Two year,DSL,Credit card,No,No,1
34,4,45.76,3,Two year,DSL,Mailed check,Yes,No,0
43,7,25.95,4,Month-to-month,Fiber optic,Bank transfer,No,No,0
53,8,80.38,1,Month-to-month,Fiber optic,Credit card,No,No,0
18,10,88.66,1,Month-to-month,Fiber optic,Credit card,No,Yes,0
25,2,31.45,2,One year,Fiber optic,Bank transfer,Yes,No,0
66,9,58.38,1,Two year,Fiber optic,Mailed check,No,Yes,0
52,2,65.62,2,Month-to-month,Fiber optic,Bank transfer,No,No,0
69,2,56.91,2,One year,Fiber optic,Electronic check,Yes,Yes,0
32,5,32.1,1,Month-to-month,DSL,Electronic check,Yes,No,0
